vacancy,min_salary,max_salary,currency,url,source,employer
Разработчик Oracle,,,,https://spb.hh.ru/vacancy/39812181?query=sql,https://www.hh.ru, Bell Integrator
Разработчик баз данных (SQL),,,,https://spb.hh.ru/vacancy/39834970?query=sql,https://www.hh.ru, Сбер для экспертов
Программист C# / ASP.NET MVC,,,,https://spb.hh.ru/vacancy/39768275?query=sql,https://www.hh.ru, Premium Apparel
Разработчик .NET (C#/MS SQL/React),,,,https://spb.hh.ru/vacancy/39781659?query=sql,https://www.hh.ru,  Альфа-Банк
Ведущий Разработчик Oracle PL/SQL,,,,https://spb.hh.ru/vacancy/38701759?query=sql,https://www.hh.ru, Shop&Show
Ведущий инженер-программист Oracle PL/SQL,,,,https://spb.hh.ru/vacancy/39780234?query=sql,https://www.hh.ru,ПАО Промсвязьбанк
Администратор БД MS SQL,,,,https://spb.hh.ru/vacancy/39822575?query=sql,https://www.hh.ru,ПАО БАНК УРАЛСИБ
Аналитик SQL,,,,https://spb.hh.ru/vacancy/39303490?query=sql,https://www.hh.ru, QIWI
Программист C# + SQL,,,,https://spb.hh.ru/vacancy/37676945?query=sql,https://www.hh.ru, Никс
Разработчик Oracle,,,,https://spb.hh.ru/vacancy/39812182?query=sql,https://www.hh.ru, Bell Integrator
Senior MS SQL Developer,,,,https://spb.hh.ru/vacancy/39769471?query=sql,https://www.hh.ru,ООО АРЕС
Разработчик Oracle,,,,https://spb.hh.ru/vacancy/39812177?query=sql,https://www.hh.ru, Bell Integrator
Аналитик SQL,,,,https://spb.hh.ru/vacancy/37177092?query=sql,https://www.hh.ru, Банк ВТБ (ПАО)
Разработчик Delphi / SQL,36000.0,58000.0,руб.,https://spb.hh.ru/vacancy/36442025?query=sql,https://www.hh.ru, Diasoft
Разработчик T-SQL,,,,https://spb.hh.ru/vacancy/38594908?query=sql,https://www.hh.ru,ООО Арлайт РУС
Разработчик Pl/SQL (Информационно-аналитический центр),,,,https://spb.hh.ru/vacancy/38769992?query=sql,https://www.hh.ru, Банк Русский Стандарт
Ведущий разработчик PL/SQL,,,,https://spb.hh.ru/vacancy/39532789?query=sql,https://www.hh.ru, Банк Хоум Кредит
Разработчик SQL,,,,https://spb.hh.ru/vacancy/38318534?query=sql,https://www.hh.ru,ООО ИСЕРВ
Разработчик баз данных (Oracle),,,,https://spb.hh.ru/vacancy/39892428?query=sql,https://www.hh.ru,ООО Ростелеком Информационные Технологии
"Разработчик (MS SQL, C#)",,,,https://spb.hh.ru/vacancy/39897482?query=sql,https://www.hh.ru, Сбер для экспертов
Ведущий программист MS SQL+ Delphi,,,,https://spb.hh.ru/vacancy/38573848?query=sql,https://www.hh.ru,АО ФИНАМ
Администратор баз данных MS SQL,,,,https://spb.hh.ru/vacancy/39522066?query=sql,https://www.hh.ru,"ООО Яндекс.Деньги, НКО"
Аналитик SQL,,,,https://spb.hh.ru/vacancy/38902574?query=sql,https://www.hh.ru, Ozon Информационные технологии
SQL Developer,,,,https://spb.hh.ru/vacancy/39869084?query=sql,https://www.hh.ru," СимбирСофт,ООО"
"Администратор баз данных СУБД MS SQL 2008R2-2019, MySQL",,,,https://spb.hh.ru/vacancy/39179015?query=sql,https://www.hh.ru, Mercury. Офис
SQL Developer,,,,https://spb.hh.ru/vacancy/39869083?query=sql,https://www.hh.ru," СимбирСофт,ООО"
Разработчик MS SQL,,,,https://spb.hh.ru/vacancy/39097384?query=sql,https://www.hh.ru,АО ФИНАМ
SQL Developer,,,,https://spb.hh.ru/vacancy/39869090?query=sql,https://www.hh.ru," СимбирСофт,ООО"
SQL Developer,,,,https://spb.hh.ru/vacancy/39869082?query=sql,https://www.hh.ru," СимбирСофт,ООО"
SQL Developer,,,,https://spb.hh.ru/vacancy/39869085?query=sql,https://www.hh.ru," СимбирСофт,ООО"
"Разработчик (ASP.NET, C#)",,,,https://spb.hh.ru/vacancy/39696778?query=sql,https://www.hh.ru, РТС-Тендер
Программист,160000.0,230000.0, KZT,https://spb.hh.ru/vacancy/39781438?query=sql,https://www.hh.ru,ТОО IT Support Group
SQL Developer,,,,https://spb.hh.ru/vacancy/39869087?query=sql,https://www.hh.ru," СимбирСофт,ООО"
SQL Developer,,,,https://spb.hh.ru/vacancy/39869086?query=sql,https://www.hh.ru," СимбирСофт,ООО"
SQL Developer,,,,https://spb.hh.ru/vacancy/39869089?query=sql,https://www.hh.ru," СимбирСофт,ООО"
SQL/ETL Developer,,,,https://spb.hh.ru/vacancy/35124478?query=sql,https://www.hh.ru,ООО Accenture
Разработчик PL/SQL,,,,https://spb.hh.ru/vacancy/35897882?query=sql,https://www.hh.ru,"ПАО МегаФон, Офис"
SQL-программист,,,,https://spb.hh.ru/vacancy/39868804?query=sql,https://www.hh.ru, Сбер для экспертов
Программист .NET (С#) / ASP.NET,120000.0,150000.0,руб.,https://spb.hh.ru/vacancy/39845202?query=sql,https://www.hh.ru, Работа-это проСТО
Программист .NET (С#) / ASP.NET,120000.0,150000.0,руб.,https://spb.hh.ru/vacancy/39845204?query=sql,https://www.hh.ru, Работа-это проСТО
SQL Developer,,,,https://spb.hh.ru/vacancy/39869088?query=sql,https://www.hh.ru," СимбирСофт,ООО"
Разработчик C#/SQL,,,,https://spb.hh.ru/vacancy/39852371?query=sql,https://www.hh.ru,ООО ЭКВИО
Программист .NET (С#) / ASP.NET,120000.0,150000.0,руб.,https://spb.hh.ru/vacancy/39845195?query=sql,https://www.hh.ru, Работа-это проСТО
"Программист Delphi, MS SQL",80000.0,120000.0,руб.,https://spb.hh.ru/vacancy/39868837?query=sql,https://www.hh.ru, ЕВРОАВТО
Программист SQL,,,,https://spb.hh.ru/vacancy/38632260?query=sql,https://www.hh.ru,ПАО Дальневосточный банк
Программист Java,,,,https://spb.hh.ru/vacancy/39780316?query=sql,https://www.hh.ru,ООО ИнЭкс
Разработчик MS SQL,,,,https://spb.hh.ru/vacancy/38592589?query=sql,https://www.hh.ru, Улыбка радуги
Разработчик Oracle PL-SQL,,,,https://spb.hh.ru/vacancy/39863323?query=sql,https://www.hh.ru, Diasoft
Программист PL/SQL (Junior Developer),,,,https://spb.hh.ru/vacancy/39381374?query=sql,https://www.hh.ru," ВЕРНА, Страховое общество"
Разработчик PL/SQL (Oracle),,,,https://spb.hh.ru/vacancy/39674315?query=sql,https://www.hh.ru," Программный Продукт, ИТ-компания"
Аналитик SQL,,,,https://spb.hh.ru/vacancy/38655338?query=sql,https://www.hh.ru,ПАО Совкомбанк
Специалист - Аналитик SQL,25000.0,35000.0,руб.,https://spb.hh.ru/vacancy/39849920?query=sql,https://www.hh.ru, Dostavista.ru
Аналитик BI,,,,https://spb.hh.ru/vacancy/39849876?query=sql,https://www.hh.ru," ВСК, САО"
Администратор баз данных PostgreSQL / Oracle,,,,https://spb.hh.ru/vacancy/39489102?query=sql,https://www.hh.ru,ООО СтандартПроект
Разработчик ORACLE PL/SQL / Backend Oracle PL/SQL (удаленная работа),,,,https://spb.hh.ru/vacancy/38213386?query=sql,https://www.hh.ru, Shop&Show
Разработчик PL/SQL - Java,,,,https://spb.hh.ru/vacancy/39867005?query=sql,https://www.hh.ru,ООО СК Сбербанк страхование жизни
Разработчик MS SQL,,,,https://spb.hh.ru/vacancy/39517057?query=sql,https://www.hh.ru, Займ-Экспресс
Программист SQL,,,,https://spb.hh.ru/vacancy/39264700?query=sql,https://www.hh.ru,ООО Автоматизация и Консалтинг
SQL Developer,,,,https://spb.hh.ru/vacancy/39247396?query=sql,https://www.hh.ru, Devim
Программист .NET (С#) / ASP.NET,120000.0,150000.0,руб.,https://spb.hh.ru/vacancy/39845197?query=sql,https://www.hh.ru, Работа-это проСТО
Программист .NET (С#) / ASP.NET,120000.0,150000.0,руб.,https://spb.hh.ru/vacancy/39845205?query=sql,https://www.hh.ru, Работа-это проСТО
Программист .NET (С#) / ASP.NET,120000.0,150000.0,руб.,https://spb.hh.ru/vacancy/39845192?query=sql,https://www.hh.ru, Работа-это проСТО
SQL/DWH/ETL Developer,,,,https://spb.hh.ru/vacancy/36152411?query=sql,https://www.hh.ru,ООО Accenture
Администратор базы данных MS SQL,,,,https://spb.hh.ru/vacancy/35482834?query=sql,https://www.hh.ru, KUPIVIP.RU
Аналитик SQL,,,,https://spb.hh.ru/vacancy/39911206?query=sql,https://www.hh.ru, Shop&Show
Программист C# (ASP.NET),80000.0,100000.0,руб.,https://spb.hh.ru/vacancy/39632440?query=sql,https://www.hh.ru, ROMEX GROUP
Ведущий разработчик DWH (SQL),,,,https://spb.hh.ru/vacancy/39459185?query=sql,https://www.hh.ru, СИТИЛИНК
Программист C#/ .NET,80000.0,150000.0,руб.,https://spb.hh.ru/vacancy/25827004?query=sql,https://www.hh.ru, Syntellect (ООО СИНТЕЛЛЕКТ)
Разработчик PL/SQL,,,,https://spb.hh.ru/vacancy/37992033?query=sql,https://www.hh.ru," Евразийский банк, АО"
Фахівець-аналітик з проєктів клієнтського досвіду (SQL),,,,https://spb.hh.ru/vacancy/39373155?query=sql,https://www.hh.ru, Kyivstar
Разработчик MS-SQL/.Net,,,,https://spb.hh.ru/vacancy/39890461?query=sql,https://www.hh.ru, AWG
Стажер-программист PHP (удаленно),,,,https://spb.hh.ru/vacancy/38894590?query=sql,https://www.hh.ru, 8d9.ru
Главный SQL разработчик,,,,https://spb.hh.ru/vacancy/39733185?query=sql,https://www.hh.ru, Брокеркредитсервис
Разработчик C#.NET,,,,https://spb.hh.ru/vacancy/39897248?query=sql,https://www.hh.ru,АО Элекснет
Oracle Developer,,,,https://spb.hh.ru/vacancy/39425149?query=sql,https://www.hh.ru, Wellink
Администратор баз данных MS SQL (MS SQL DBA),,,,https://spb.hh.ru/vacancy/36618652?query=sql,https://www.hh.ru,ООО ФК ПУЛЬС
Ведущий программист MS SQL в офис,,,,https://spb.hh.ru/vacancy/39403994?query=sql,https://www.hh.ru, Мэйджор
Специалист по сопровождению (со знанием SQL),,,,https://spb.hh.ru/vacancy/39989221?query=sql,https://www.hh.ru, БАРС Груп
Программист SQL/Delphi,,,,https://spb.hh.ru/vacancy/39459973?query=sql,https://www.hh.ru,ПАО Совкомбанк
Senior SQL Server Engineer,,,,https://spb.hh.ru/vacancy/38979069?query=sql,https://www.hh.ru,ООО СолбегСофт
SQL разработчик,,,,https://spb.hh.ru/vacancy/39887993?query=sql,https://www.hh.ru, Центральный банк Российской Федерации
Администратор баз данных / DBA PostgreSql + MS SQL,,,,https://spb.hh.ru/vacancy/39950594?query=sql,https://www.hh.ru,ООО СЗ Самолет Девелопмент
Администратор баз данных MS SQL,,,,https://spb.hh.ru/vacancy/39458188?query=sql,https://www.hh.ru, РТ МИС
Разработчик MS SQL,,,,https://spb.hh.ru/vacancy/39892826?query=sql,https://www.hh.ru,ООО АЙФЭЛЛ
"Администратор DBA (MS SQL, PostgreSQL)",,,,https://spb.hh.ru/vacancy/39949612?query=sql,https://www.hh.ru, Альфа-Лизинг
Разработчик SQL,,,,https://spb.hh.ru/vacancy/39488090?query=sql,https://www.hh.ru,АО ОТ-ОЙЛ
Администратор баз данных / DBA PostgreSql + MS SQL,,,,https://spb.hh.ru/vacancy/39950596?query=sql,https://www.hh.ru,ООО СЗ Самолет Девелопмент
Администратор баз данных / DBA PostgreSql + MS SQL,,,,https://spb.hh.ru/vacancy/39950595?query=sql,https://www.hh.ru,ООО СЗ Самолет Девелопмент
Бизнес-аналитик со знанием SQL (направление collection),,,,https://spb.hh.ru/vacancy/39985516?query=sql,https://www.hh.ru, «Газпромбанк» (Акционерное общество)
Ведущий разработчик T-SQL,,,,https://spb.hh.ru/vacancy/38244340?query=sql,https://www.hh.ru,ООО Глобал Консалтинг Групп
Разработчик SQL,,,,https://spb.hh.ru/vacancy/39891151?query=sql,https://www.hh.ru, ПАО «Газпром нефть»
Ведущий специалист по сопровождению информационных систем (PL/SQL) [id52494],,,,https://spb.hh.ru/vacancy/38798172?query=sql,https://www.hh.ru, ПАО «Газпром нефть»
Ведущий программист - разработчик MS SQL / С# / Microsoft Access,,,,https://spb.hh.ru/vacancy/39660727?query=sql,https://www.hh.ru,ОАО Мосагропромснаб-5
Разработчик PL/SQL (Внедрение Microsoft Dynamics CRM),,,,https://spb.hh.ru/vacancy/39295314?query=sql,https://www.hh.ru, Ингосстрах
Программист Delphi,60000.0,70000.0,руб.,https://spb.hh.ru/vacancy/39479312?query=sql,https://www.hh.ru," Human Resources, КА"
Программист MS SQL,,,,https://spb.hh.ru/vacancy/39680080?query=sql,https://www.hh.ru," ЖИЛФОНД, агентство недвижимости"
Аналитик (SQL),,,,https://spb.hh.ru/vacancy/37244156?query=sql,https://www.hh.ru, Лига Цифровой Экономики
Разработчик PL/SQL (Внедрение Microsoft Dynamics CRM),,,,https://spb.hh.ru/vacancy/39295426?query=sql,https://www.hh.ru, Ингосстрах
Ведущий разработчик Oracle PL\SQL,,,,https://spb.hh.ru/vacancy/39694834?query=sql,https://www.hh.ru,ПАО ПРИО-Внешторгбанк
Администратор баз данных MS SQL,,,,https://spb.hh.ru/vacancy/38154498?query=sql,https://www.hh.ru, РТ МИС
"Старший технолог (SQL, DWH, ETL)",,,,https://spb.hh.ru/vacancy/39822750?query=sql,https://www.hh.ru, Банк ВТБ (ПАО)
Администратор баз данных DBA MS SQL / MySQL,,,,https://spb.hh.ru/vacancy/39689309?query=sql,https://www.hh.ru, Techport.ru
Администратор баз данных Oracle,,,,https://spb.hh.ru/vacancy/39797646?query=sql,https://www.hh.ru,ООО Асклепиус
Разработчик PL/SQL (отчетность),,,,https://spb.hh.ru/vacancy/39520184?query=sql,https://www.hh.ru,ООО РСХБ-Интех
Разработчик SQL,,,,https://spb.hh.ru/vacancy/39784179?query=sql,https://www.hh.ru,АО Гринатом
Разработчик PL/SQL (Внедрение Microsoft Dynamics CRM),,,,https://spb.hh.ru/vacancy/39295297?query=sql,https://www.hh.ru, Ингосстрах
Ведущий разработчик PL/SQL (Apex),,,,https://spb.hh.ru/vacancy/38732956?query=sql,https://www.hh.ru, Банк ВТБ (ПАО)
Delphi программист,40000.0,50000.0,руб.,https://spb.hh.ru/vacancy/39877316?query=sql,https://www.hh.ru,ООО Programir
"Программист SQL, Oracle BI",,,,https://spb.hh.ru/vacancy/39928702?query=sql,https://www.hh.ru,ООО К-телеком
SQL-разработчик (T-SQL),,,,https://spb.hh.ru/vacancy/39869652?query=sql,https://www.hh.ru,ООО Devino Telecom
Администратор баз данных можно удаленно / DBA PostgreSql + MS SQL,,,,https://spb.hh.ru/vacancy/38771323?query=sql,https://www.hh.ru,ООО СЗ Самолет Девелопмент
Администратор баз данных MS SQL (MS SQL DBA),,,,https://spb.hh.ru/vacancy/36057876?query=sql,https://www.hh.ru,ООО ФК ПУЛЬС
Разработчик банковских систем (Oracle PL/SQL),,,,https://spb.hh.ru/vacancy/36987087?query=sql,https://www.hh.ru," «РОСБАНК, Societe Generale Group», с опытом работы"
Разработчик баз данных (PostgreSQL),,,,https://spb.hh.ru/vacancy/39540827?query=sql,https://www.hh.ru,ООО ЦКР СОТА
Программист С#,,,,https://spb.hh.ru/vacancy/39591201?query=sql,https://www.hh.ru,ООО Технологии и производство
Разработчик баз данных (sql),,,,https://spb.hh.ru/vacancy/39747349?query=sql,https://www.hh.ru,ООО Комлоджик
Разработчик PL\SQL,,,,https://spb.hh.ru/vacancy/36871749?query=sql,https://www.hh.ru, Тинькофф
Ведущий аналитик (SQL),,,,https://spb.hh.ru/vacancy/39607619?query=sql,https://www.hh.ru, Банк ВТБ (ПАО)
Разработчик (MS SQL),,,,https://spb.hh.ru/vacancy/38368314?query=sql,https://www.hh.ru," «РОСБАНК, Societe Generale Group», с опытом работы"
"Программист LUA/SQL/ООП (на проект, удаленно)",,,,https://spb.hh.ru/vacancy/39928118?query=sql,https://www.hh.ru, VZV.su
Разработчик SQL,,,,https://spb.hh.ru/vacancy/38958993?query=sql,https://www.hh.ru," МАГНИТ, Розничная сеть"
"Разработчик C#, ASP.NET",,,,https://spb.hh.ru/vacancy/36543476?query=sql,https://www.hh.ru,ООО 1С-СофтКлаб
DWH/BI аналитик,180000.0,200000.0,руб.,https://spb.hh.ru/vacancy/39993900?query=sql,https://www.hh.ru, Тесуджи
Разработчик Oracle/C# / Developer Oracle/C#,,,,https://spb.hh.ru/vacancy/38821114?query=sql,https://www.hh.ru, OFFPRICE
Разработчик  PL/SQL (отчетность),,,,https://spb.hh.ru/vacancy/39521707?query=sql,https://www.hh.ru,ООО РСХБ-Интех
Инженер-программист pl/sql,,,,https://spb.hh.ru/vacancy/39853012?query=sql,https://www.hh.ru,ТОО ЦФТ-Азия
Программист MS SQL & OLAP,,,,https://spb.hh.ru/vacancy/38944065?query=sql,https://www.hh.ru, Leadtop
Программист С#,100000.0,150000.0,руб.,https://spb.hh.ru/vacancy/39850453?query=sql,https://www.hh.ru, RunCall
Адміністратор БД (Oracle),,,,https://spb.hh.ru/vacancy/39676274?query=sql,https://www.hh.ru, Kyivstar
Программист,,,,https://spb.hh.ru/vacancy/39854165?query=sql,https://www.hh.ru,ООО Серебряный источник
Программист SQL / .NET,85000.0,110000.0,руб.,https://spb.hh.ru/vacancy/39153023?query=sql,https://www.hh.ru, Сталепромышленная компания
Разработчик PL/SQL,,,,https://spb.hh.ru/vacancy/39979053?query=sql,https://www.hh.ru,ПАО БАНК УРАЛСИБ
Администратор Баз Данных (Ms SQL),,,,https://spb.hh.ru/vacancy/39696760?query=sql,https://www.hh.ru, РТС-Тендер
Программист баз данных,35000.0,35000.0,руб.,https://spb.hh.ru/vacancy/39992965?query=sql,https://www.hh.ru,АО Уфанет
Программист .NET (С#) / ASP.NET,120000.0,150000.0,руб.,https://spb.hh.ru/vacancy/39845203?query=sql,https://www.hh.ru, Работа-это проСТО
Аналитик SQL,,,,https://spb.hh.ru/vacancy/39762696?query=sql,https://www.hh.ru,ПАО «МТС» 
Программист .NET (C#),,,,https://spb.hh.ru/vacancy/39674047?query=sql,https://www.hh.ru,ООО КБС-Про
Аналитик SQL,,,,https://spb.hh.ru/vacancy/39473047?query=sql,https://www.hh.ru,Нек. орг. Государственное бюджетное учреждение города Москвы Центр налоговых доходов
Программист SQL,,,,https://spb.hh.ru/vacancy/39350770?query=sql,https://www.hh.ru,ПАО Ростелеком
"Разработчик SQL (DWH, BI) middle",,,,https://spb.hh.ru/vacancy/39620772?query=sql,https://www.hh.ru, Manzana Group
Разработчик C# / баз данных MS SQL,,,,https://spb.hh.ru/vacancy/38795663?query=sql,https://www.hh.ru, Kelly Services
Разработчик SQL,,,,https://spb.hh.ru/vacancy/39901936?query=sql,https://www.hh.ru,ООО ИТС
"Программист Delphi, Transact-SQL (MSSQL)",,,,https://spb.hh.ru/vacancy/39938680?query=sql,https://www.hh.ru," Системные технологии, НПП"
Разработчик SQL,,,,https://spb.hh.ru/vacancy/39619927?query=sql,https://www.hh.ru, Manzana Group
Программист SQL,,,,https://spb.hh.ru/vacancy/39459249?query=sql,https://www.hh.ru,ПАО Совкомбанк
Разработчик Oracle,,,,https://spb.hh.ru/vacancy/39913207?query=sql,https://www.hh.ru," Иннотехнум, Группа компаний"
SQL Разработчик,,,,https://spb.hh.ru/vacancy/40002333?query=sql,https://www.hh.ru,ООО PepsiCo
Программист T-SQL,,,,https://spb.hh.ru/vacancy/38844711?query=sql,https://www.hh.ru, MERLION
BI Аналитик,,,,https://spb.hh.ru/vacancy/39663759?query=sql,https://www.hh.ru, Медипал
Разработчик MS SQL,,,,https://spb.hh.ru/vacancy/39359503?query=sql,https://www.hh.ru, Содружество Авто-Альянс
Программист SQL,,,,https://spb.hh.ru/vacancy/39909304?query=sql,https://www.hh.ru, РТ МИС
Разработчик T-SQL и C# .Net,,,,https://spb.hh.ru/vacancy/39896276?query=sql,https://www.hh.ru, VDcom
Разработчик ORACLE (Совкомбанк Технологии),,,,https://spb.hh.ru/vacancy/39906660?query=sql,https://www.hh.ru,ПАО Совкомбанк
Программист T-SQL / MS SQL,,,,https://spb.hh.ru/vacancy/37747163?query=sql,https://www.hh.ru,ООО ФК ПУЛЬС
SQL-разработчик,,,,https://spb.hh.ru/vacancy/39908191?query=sql,https://www.hh.ru,ПАО РОССИЙСКИЙ НАЦИОНАЛЬНЫЙ КОММЕРЧЕСКИЙ БАНК
Программист-разработчик (Oracle PL/SQL),,,,https://spb.hh.ru/vacancy/39933402?query=sql,https://www.hh.ru,ТОО Бақ-ЛИЧ
Аналитик BI,,,,https://spb.hh.ru/vacancy/39526373?query=sql,https://www.hh.ru, АЛЬФА-БАНК
Администратор баз данных MS SQL,,,,https://spb.hh.ru/vacancy/39459190?query=sql,https://www.hh.ru, РТ МИС
Junior PHP-разработчик,,,,https://spb.hh.ru/vacancy/39843245?query=sql,https://www.hh.ru,"ТОО Отау Строй, ТОО"
"Middle MS SQL,C# разработчик",,,,https://spb.hh.ru/vacancy/39712849?query=sql,https://www.hh.ru," FOZZY GROUP, Корпорация"
Администратор баз данных SQL,,,,https://spb.hh.ru/vacancy/33550647?query=sql,https://www.hh.ru," Новая больница, Медицинское объединение"
Ведущий разработчик MS SQL,,,,https://spb.hh.ru/vacancy/39961602?query=sql,https://www.hh.ru,ООО IML
Data Analyst / Аналитик данных,,,,https://spb.hh.ru/vacancy/39954423?query=sql,https://www.hh.ru, Aflame Limited
Разработчик PL/SQL (Oracle),,,,https://spb.hh.ru/vacancy/37423151?query=sql,https://www.hh.ru," Ренессанс Жизнь, Страхование Жизни"
Администратор баз данных Oracle ( удаленно),,,,https://spb.hh.ru/vacancy/39645780?query=sql,https://www.hh.ru, SBI Bank
"Программист MS SQL (СВАО, Ярославское шоссе)",90000.0,110000.0,руб.,https://spb.hh.ru/vacancy/39221742?query=sql,https://www.hh.ru," Денеб,ООО"
Программист C#,,,,https://spb.hh.ru/vacancy/40003494?query=sql,https://www.hh.ru,ОАО Тверская Швейная Фабрика
Ведущий программист t-SQL (возможно удаленно),60000.0,70000.0,руб.,https://spb.hh.ru/vacancy/39326062?query=sql,https://www.hh.ru,ООО МФК Саммит
Программист C#,120000.0,140000.0,руб.,https://spb.hh.ru/vacancy/39838600?query=sql,https://www.hh.ru, ГК Лит Трейдинг
SQL программист (разработчик БД),,,,https://spb.hh.ru/vacancy/34462144?query=sql,https://www.hh.ru, Компания IXORA
Разработчик C#,120000.0,150000.0,руб.,https://spb.hh.ru/vacancy/39877231?query=sql,https://www.hh.ru, ГК ЕТС
Программист C#,,,,https://spb.hh.ru/vacancy/39447607?query=sql,https://www.hh.ru,ООО ФБ Консалт
Разработчик PL/SQL,,,,https://spb.hh.ru/vacancy/39976356?query=sql,https://www.hh.ru, Сбер для экспертов
Разработчик баз данных Oracle Pl/SQL,,,,https://spb.hh.ru/vacancy/38591002?query=sql,https://www.hh.ru, BETCITY
Разработчик SQL / Data Engineer (Big data),,,,https://spb.hh.ru/vacancy/37948064?query=sql,https://www.hh.ru, Банк ВТБ (ПАО)
Программист SQL,,,,https://spb.hh.ru/vacancy/39666979?query=sql,https://www.hh.ru,АО ЭнергосбыТ Плюс
Программист MS SQL (м. Текстильщики),,,,https://spb.hh.ru/vacancy/39039358?query=sql,https://www.hh.ru, Мэйджор
Senior SQL/PostgreSQL разработчик,150000.0,200000.0,руб.,https://spb.hh.ru/vacancy/39629160?query=sql,https://www.hh.ru,ООО Квантбокс
Разработчик SQL,,,,https://spb.hh.ru/vacancy/39990242?query=sql,https://www.hh.ru, Сбер для экспертов
Программист MS SQL,,,,https://spb.hh.ru/vacancy/37607181?query=sql,https://www.hh.ru, Мостра-групп
Разработчик MS SQL,,,,https://spb.hh.ru/vacancy/39507878?query=sql,https://www.hh.ru, Займ-Экспресс
Разработчик SQL,,,,https://spb.hh.ru/vacancy/39037944?query=sql,https://www.hh.ru," «РОСБАНК, Societe Generale Group», с опытом работы"
Программист баз данных MS SQL (middle/senior ms sql developer),,,,https://spb.hh.ru/vacancy/39919091?query=sql,https://www.hh.ru, Мария-Ра
Программист,20000.0,30000.0,руб.,https://spb.hh.ru/vacancy/39610200?query=sql,https://www.hh.ru,ИП Давыдов Константин Анатольевич
"Remote Senior Full-Stack Developer (C#, .Net, MS-SQL, Javascript)",2500.0,3800.0, USD,https://spb.hh.ru/vacancy/39664169?query=sql,https://www.hh.ru, TradeTheNews.com
Аналитик PL\SQL,,,,https://spb.hh.ru/vacancy/37332037?query=sql,https://www.hh.ru,ООО РСХБ-Интех
Разработчик баз данных Oracle,,,,https://spb.hh.ru/vacancy/22393982?query=sql,https://www.hh.ru,ООО СКБ ЛАБ
Программист C#,,,,https://spb.hh.ru/vacancy/39511360?query=sql,https://www.hh.ru,ООО Альфа Лаб
Администратор Баз Данных MS SQL,,,,https://spb.hh.ru/vacancy/39376042?query=sql,https://www.hh.ru," ФОРА-БАНК, АКБ"
Oracle DBA,,,,https://spb.hh.ru/vacancy/39958576?query=sql,https://www.hh.ru,ООО Экстракод
Главный разработчик PL/SQL и T-SQL,,,,https://spb.hh.ru/vacancy/39917350?query=sql,https://www.hh.ru," ВСК, САО"
C# программист (wpf),,,,https://spb.hh.ru/vacancy/39901910?query=sql,https://www.hh.ru,ООО Деко Системс
Программист SQL,,,,https://spb.hh.ru/vacancy/38560869?query=sql,https://www.hh.ru, Аптеки Здоровье
WEB-Программист,,,,https://spb.hh.ru/vacancy/39758236?query=sql,https://www.hh.ru,ООО Интеркон
Программист SQL,,,,https://spb.hh.ru/vacancy/39772812?query=sql,https://www.hh.ru, УК Розничные Технологии
Администратор баз данных MS SQL,,,,https://spb.hh.ru/vacancy/39543291?query=sql,https://www.hh.ru, РТ МИС
"Прикладной разработчик Oracle,SQL,PL/SQL",,,,https://spb.hh.ru/vacancy/34500595?query=sql,https://www.hh.ru,ООО МультиКарта
Программист SQL / Аналитик базы данных,,,,https://spb.hh.ru/vacancy/39968744?query=sql,https://www.hh.ru, Компания IXORA
Администратор Баз Данных MS SQL,,,,https://spb.hh.ru/vacancy/39376043?query=sql,https://www.hh.ru," ФОРА-БАНК, АКБ"
Программист/младший программист C#/SQL,,,,https://spb.hh.ru/vacancy/36292549?query=sql,https://www.hh.ru, CQG
Руководитель PL SQL отдела,,,,https://spb.hh.ru/vacancy/39387312?query=sql,https://www.hh.ru, DBI
Администратор Баз Данных MS SQL,,,,https://spb.hh.ru/vacancy/39376041?query=sql,https://www.hh.ru," ФОРА-БАНК, АКБ"
Программист MS SQL,,,,https://spb.hh.ru/vacancy/38945237?query=sql,https://www.hh.ru, Leadtop
Программист,32000.0,32000.0,руб.,https://spb.hh.ru/vacancy/39969744?query=sql,https://www.hh.ru, ГАУЗ ОИМЦ
Программист C#,,,,https://spb.hh.ru/vacancy/39649993?query=sql,https://www.hh.ru,ООО Cинтез-АТ
Ведущий разработчик C# (удаленно),70000.0,150000.0,руб.,https://spb.hh.ru/vacancy/39958709?query=sql,https://www.hh.ru, WSS-Consulting
Разработчик PL/SQL,,,,https://spb.hh.ru/vacancy/40006325?query=sql,https://www.hh.ru,АО РБ Текнолоджи
Стажер IT отдела (SQL),,,,https://spb.hh.ru/vacancy/39905406?query=sql,https://www.hh.ru, FM Logistic
Программист ORACLE (PL/SQL),,,,https://spb.hh.ru/vacancy/39992549?query=sql,https://www.hh.ru, Сбер для экспертов
Программист SQL (биллинговая система),,,,https://spb.hh.ru/vacancy/39532501?query=sql,https://www.hh.ru,ИП Персональный рекрутер Нурсубина Ирина
Senior Developer DWH (MS SQL),,,,https://spb.hh.ru/vacancy/38802856?query=sql,https://www.hh.ru, Связной
"Программист (С#, MsSQL)",80000.0,80000.0,руб.,https://spb.hh.ru/vacancy/39217452?query=sql,https://www.hh.ru, Комитет по градостроительству и архитектуре
C#/ASP.Net разработчик (удаленно),,,,https://spb.hh.ru/vacancy/38896628?query=sql,https://www.hh.ru, ОпенСервис
